Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History
2124,HP/SIR/53F07/2017/8,Himachal Pradesh,Sirmur,,Mehtawala,30.454318,77.374081,Rock cum debris,Slide,NA
2125,HP/SIR/53F07/2017/7,Himachal Pradesh,Sirmur,,Mehtawala,30.454612,77.374562,Rock cum debris,Slide,NA
2126,HP/SIR/53F07/2017/16,Himachal Pradesh,Sirmur,,Singhauli,30.462165,77.292031,Rock,Slide,NA
2127,HP/SIR/53F07/2017/15,Himachal Pradesh,Sirmur,,North of Haripur,30.4642,77.391658,Rock cum debris,Slide,NA
2128,HP/SIR/53F07/2017/13,Himachal Pradesh,Sirmur,,North of Haripur,30.467475,77.39639,Rock cum debris,Slide,NA
2129,HP/SIR/53F07/2017/14,Himachal Pradesh,Sirmur,,North of Haripur,30.47039,77.39739,Rock cum debris,Slide,NA
2130,HP/SIR/53F07/2017/12,Himachal Pradesh,Sirmur,,Mahronwala,30.476497,77.405078,Rock cum debris,Slide,NA
2131,HP/SIR/53F07/2017/11,Himachal Pradesh,Sirmur,,Mahronwala,30.480822,77.410069,Rock cum debris,Slide,NA
2132,HP/SIR/53F02/2017/30,Himachal Pradesh,Sirmur,,BanogKaulawala bhood road,30.496999,77.217426,Rock,Slide,NA
2133,HP/SIR/53F03/2017/1,Himachal Pradesh,Sirmur,,,30.507724,77.245914,Rock,Slide,NA
2134,HP/SIR/53F03/2017/2,Himachal Pradesh,Sirmur,,,30.508651,77.2472,Rock,Slide,NA
2135,HP/SIR/53F06/2017/54,Himachal Pradesh,Sirmur,,Khadri,30.513754,77.269974,Rock,Slide,NA
2136,HP/SIR/53F06/2017/313,Himachal Pradesh,Sirmur,,Shambhuwala,30.51528,77.335421,Debris,Slide,NA
2137,HP/SIR/53F06/2017/387,Himachal Pradesh,Sirmur,,Dhaduwala,30.517019,77.272756,Rock,Slide,NA
2138,HP/SIR/53F06/2017/59,Himachal Pradesh,Sirmur,,Dewni,30.518703,77.268434,Rock,Slide,NA
2139,HP/SIR/53F06/2017/53,Himachal Pradesh,Sirmur,,Dewni,30.519807,77.254651,Rock,Slide,NA
2140,HP/SIR/53F06/2017/383,Himachal Pradesh,Sirmur,,Dhaduwala,30.520144,77.277889,Rock,Slide,NA
2141,HP/SIR/53F06/2017/52,Himachal Pradesh,Sirmur,,Dewni,30.520263,77.255465,Rock,Slide,NA
2142,HP/SIR/53F06/2017/384,Himachal Pradesh,Sirmur,,Dhaduwala,30.520283,77.277424,Rock,Slide,NA
2143,HP/SIR/53F06/2017/58,Himachal Pradesh,Sirmur,,Dewni,30.521782,77.25463,Rock,Slide,NA
2144,HP/SIR/53F06/2017/55,Himachal Pradesh,Sirmur,,Ambwala R.F.,30.521896,77.268907,Rock,Slide,NA
2145,HP/SIR/53F06/2017/56,Himachal Pradesh,Sirmur,,Ambwala R.F.,30.523011,77.268443,Rock,Slide,NA
2146,HP/SIR/53F06/2017/44,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.52327,77.300171,Rock,Slide,NA
2147,HP/SIR/53F06/2017/45,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.523434,77.301593,Rock,Slide,NA
2148,HP/SIR/53F06/2017/48,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.52388,77.290155,Rock,Slide,NA
2149,HP/SIR/53F06/2017/46,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.523963,77.304515,Rock,Slide,NA
2150,HP/SIR/53F06/2017/47,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.523967,77.289347,Rock,Slide,NA
2151,HP/SIR/53F06/2017/50,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.524006,77.292159,Rock,Slide,NA
2152,HP/SIR/53F06/2017/51,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.524217,77.294645,Rock,Slide,NA
2153,HP/SIR/53F06/2017/57,Himachal Pradesh,Sirmur,,Ambwala R.F.,30.524302,77.268451,Rock,Slide,NA
2154,HP/SIR/53F06/2017/385,Himachal Pradesh,Sirmur,,Dhaduwala,30.524525,77.277616,Rock,Slide,NA
2155,HP/SIR/53F06/2017/381,Himachal Pradesh,Sirmur,,Dhaduwala,30.524573,77.273435,Rock,Slide,NA
2156,HP/SIR/53F06/2017/32,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.52474,77.459892,Rock,Slide,NA
2157,HP/SIR/53F06/2017/49,Himachal Pradesh,Sirmur,,Bikram Bag R.F.,30.524945,77.291472,Rock,Slide,NA
2158,HP/SIR/53F14/2017/48,Himachal Pradesh,Sirmur,,Shalahat R.F.,30.52507,77.819787,Rock cum debris,Slide,NA
2159,HP/SIR/53F06/2017/27,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525249,77.472139,Rock,Slide,NA
2160,HP/SIR/53F06/2017/22,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525553,77.471235,Rock,Slide,NA
2161,HP/SIR/53F06/2017/25,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525657,77.475024,Rock,Slide,NA
2162,HP/SIR/53F06/2017/24,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525711,77.475945,Rock,Slide,NA
2163,HP/SIR/53F06/2017/64,Himachal Pradesh,Sirmur,,Shambhuwala,30.525731,77.330641,Debris,Slide,NA
2164,HP/SIR/53F06/2017/23,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525856,77.470907,Rock,Slide,NA
2165,HP/SIR/53F06/2017/382,Himachal Pradesh,Sirmur,,Dhaduwala,30.525924,77.27429,Rock,Slide,NA
2166,HP/SIR/53F06/2017/31,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.525936,77.466596,Rock,Slide,NA
2167,HP/SIR/53F14/2017/49,Himachal Pradesh,Sirmur,,Shalahat R.F.,30.525985,77.820675,Rock cum debris,Slide,NA
2168,HP/SIR/53F02/2017/58,Himachal Pradesh,Sirmur,,Bank of Mazar ki Nadi,30.526014,77.250998,Rock,Slide,NA
2169,HP/SIR/53F06/2017/26,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.526138,77.470413,Rock,Slide,NA
2170,HP/SIR/53F02/2017/4,Himachal Pradesh,Sirmur,,,30.526333,77.247598,Rock,Fall,NA
2171,HP/SIR/53F06/2017/33,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.526578,77.465766,Rock,Slide,NA
2172,HP/SIR/53F06/2017/386,Himachal Pradesh,Sirmur,,Dhaduwala,30.527018,77.275068,Rock,Slide,NA
2173,HP/SIR/53F06/2017/28,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.527746,77.466557,Rock,Slide,NA
2174,HP/SIR/53F06/2017/63,Himachal Pradesh,Sirmur,,South of Bhur,30.529595,77.318603,Debris,Slide,NA
2175,HP/SIR/53F06/2017/29,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.529605,77.468104,Rock,Slide,NA
2176,HP/SIR/53F06/2017/30,Himachal Pradesh,Sirmur,,Ganyoni R.F.,30.529805,77.46843,Rock,Slide,NA
2177,HP/SIR/53F06/2017/62,Himachal Pradesh,Sirmur,,South of Bhur,30.530091,77.316047,Debris,Slide,NA
2178,HP/SIR/53F06/2017/61,Himachal Pradesh,Sirmur,,South of Bhur,30.530364,77.312742,Debris,Slide,NA
2179,HP/SIR/53F06/2017/60,Himachal Pradesh,Sirmur,,South of Bhur,30.530389,77.31207,Debris,Slide,NA
2180,HP/SIR/53F02/2017/54,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.530716,77.249241,Rock,Slide,NA
2181,HP/SIR/53F06/2017/312,Himachal Pradesh,Sirmur,,North of Dhaduwala,30.530868,77.283911,Rock,Slide,NA
2182,HP/SIR/53F06/2017/43,Himachal Pradesh,Sirmur,,North of Dhaduwala,30.531423,77.282423,Rock,Slide,NA
2183,HP/SIR/53F06/2017/42,Himachal Pradesh,Sirmur,,North of Dhaduwala,30.53173,77.282261,Rock,Slide,NA
2184,HP/SIR/53F02/2017/53,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.532029,77.249097,Rock,Slide,NA
2185,HP/SIR/53F02/2017/51,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.532029,77.249097,Rock,Slide,NA
2186,HP/SIR/53F02/2017/52,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.532029,77.249097,Rock,Slide,NA
2187,HP/SIR/53F02/2017/56,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.532209,77.250743,Rock,Slide,NA
2188,HP/SIR/53F02/2017/57,Himachal Pradesh,Sirmur,,Bank of Mazar ki Nadi,30.532209,77.250743,Rock,Slide,NA
2189,HP/SIR/53F06/2017/40,Himachal Pradesh,Sirmur,,North of Dhaduwala,30.532212,77.282849,Rock,Slide,NA
2190,HP/SIR/53F06/2017/41,Himachal Pradesh,Sirmur,,North of Dhaduwala,30.53231,77.283089,Rock,Slide,NA
2191,HP/SIR/53F02/2017/55,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.533669,77.249402,Rock,Slide,NA
2192,HP/SIR/53F02/2017/75,Himachal Pradesh,Sirmur,,Along NH72,30.535608,77.160475,Rock,Slide,NA
2193,HP/SIR/53F02/2017/59,Himachal Pradesh,Sirmur,,Bank of Mazar ki Nadi,30.536239,77.200908,Rock,Slide,NA
2194,HP/SIR/53F02/2017/49,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.536602,77.158932,Rock,Slide,NA
2195,HP/SIR/53F02/2017/77,Himachal Pradesh,Sirmur,,KalaambTrilokpur link road,30.540591,77.175556,Rock,Slide,NA
2196,HP/SIR/53F10/2017/134,Himachal Pradesh,Sirmur,,Rajpur,30.541102,77.713399,Rock,Slide,NA
2197,HP/SIR/53F02/2017/76,Himachal Pradesh,Sirmur,,Along NH72,30.541533,77.17585,Rock,Slide,NA
2198,HP/SIR/53F10/2017/220,Himachal Pradesh,Sirmur,,South of Kulthiana,30.541602,77.703918,Rock,Slide,NA
2199,HP/SIR/53F14/2017/51,Himachal Pradesh,Sirmur,,Tauru,30.541918,77.781609,Rock,Slide,NA
2200,HP/SIR/53F10/2017/128,Himachal Pradesh,Sirmur,,Danda,30.541918,77.781609,Rock cum debris,Slide,NA
2201,HP/SIR/53F10/2017/133,Himachal Pradesh,Sirmur,,Rajpur,30.543739,77.714591,Rock,Slide,NA
2202,HP/SIR/53F10/2017/219,Himachal Pradesh,Sirmur,,South of Kulthiana,30.544142,77.702687,Rock,Slide,NA
2203,HP/SIR/53F10/2017/132,Himachal Pradesh,Sirmur,,Rajpur,30.544228,77.720898,Rock,Slide,NA
2204,HP/SIR/53F10/2017/129,Himachal Pradesh,Sirmur,,Rajpur,30.546334,77.721158,Rock,Slide,NA
2205,HP/SIR/53F14/2017/4,Himachal Pradesh,Sirmur,,North of Kalawar,30.546948,77.817488,Rock cum debris,Slide,NA
2206,HP/SIR/53F10/2017/130,Himachal Pradesh,Sirmur,,Rajpur,30.547089,77.721554,Rock,Slide,NA
2207,HP/SIR/53F10/2017/282,Himachal Pradesh,Sirmur,,Janjli R.F.,30.547272,77.667155,Rock cum debris,Slide,NA
2208,HP/SIR/53F10/2017/14,Himachal Pradesh,Sirmur,,South of Kulthiana,30.547313,77.703282,Rock,Slide,NA
2209,HP/SIR/53F10/2017/165,Himachal Pradesh,Sirmur,,Bhatrog,30.547655,77.669054,Rock cum debris,Slide,NA
2210,HP/SIR/53F10/2017/279,Himachal Pradesh,Sirmur,,Bhatrog,30.547817,77.665273,Rock cum debris,Slide,NA
2211,HP/SIR/53F10/2017/131,Himachal Pradesh,Sirmur,,Rajpur,30.547872,77.722184,Rock,Slide,NA
2212,HP/SIR/53F10/2017/221,Himachal Pradesh,Sirmur,,South of Kulthiana,30.547898,77.702253,Rock,Slide,NA
2213,HP/SIR/53F10/2017/127,Himachal Pradesh,Sirmur,,"Sataun, SataunPaonta road",30.548165,77.63888,Rock cum debris,Slide,NA
2214,HP/SIR/53F10/2017/223,Himachal Pradesh,Sirmur,,North of Dhamaun,30.548739,77.685628,Rock,Slide,NA
2215,HP/SIR/53F10/2017/224,Himachal Pradesh,Sirmur,,North of Dhamaun,30.54986,77.686931,Rock,Slide,NA
2216,HP/SIR/53F14/2017/9,Himachal Pradesh,Sirmur,,North of Kalatha,30.550125,77.79934,Rock,Slide,NA
2217,HP/SIR/53F10/2017/15,Himachal Pradesh,Sirmur,,West of Navi,30.550131,77.712553,Rock,Slide,NA
2218,HP/SIR/53F10/2017/16,Himachal Pradesh,Sirmur,,West of Navi,30.550541,77.712915,Rock,Slide,NA
2219,HP/SIR/53F10/2017/218,Himachal Pradesh,Sirmur,,Sataun,30.550661,77.635263,Rock cum debris,Slide,NA
2220,HP/SIR/53F10/2017/217,Himachal Pradesh,Sirmur,,Sataun,30.550705,77.635916,Rock cum debris,Slide,NA
2221,HP/SIR/53F10/2017/206,Himachal Pradesh,Sirmur,,South of Kandon,30.550789,77.604632,Rock,Slide,NA
2222,HP/SIR/53F14/2017/5,Himachal Pradesh,Sirmur,,North of Kalawar,30.551028,77.819175,Rock,Slide,NA
2223,HP/SIR/53F14/2017/6,Himachal Pradesh,Sirmur,,North of Kalawar,30.551073,77.40092,Rock,Slide,NA
2224,HP/SIR/53F10/2017/276,Himachal Pradesh,Sirmur,,Janjli R.F.,30.551307,77.649813,Rock cum debris,Slide,NA
2225,HP/SIR/53F10/2017/281,Himachal Pradesh,Sirmur,,Janjli R.F.,30.551323,77.651374,Rock cum debris,Slide,NA
2226,HP/SIR/53F10/2017/280,Himachal Pradesh,Sirmur,,Janjli R.F.,30.551531,77.654451,Rock cum debris,Slide,NA
2227,HP/SIR/53F14/2017/8,Himachal Pradesh,Sirmur,,North of Kalatha,30.551663,77.798436,Rock,Slide,NA
2228,HP/SIR/53F10/2017/222,Himachal Pradesh,Sirmur,,South of Kulthiana,30.551809,77.704214,Rock,Slide,NA
2229,HP/SIR/53F10/2017/275,Himachal Pradesh,Sirmur,,Janjli R.F.,30.551811,77.648774,Rock cum debris,Slide,NA
2230,HP/SIR/53F10/2017/72,Himachal Pradesh,Sirmur,,"Sataun, SataunPaonta road",30.552012,77.632201,Rock,Slide,NA
2231,HP/SIR/53F10/2017/71,Himachal Pradesh,Sirmur,,"Sataun, SataunPaonta road",30.55236,77.630377,Rock,Slide,NA
2232,HP/SIR/53F14/2017/7,Himachal Pradesh,Sirmur,,North of Kalatha,30.552823,77.805948,Rock,Slide,NA
2233,HP/SIR/53F10/2017/70,Himachal Pradesh,Sirmur,,"Sataun, SataunPaonta road",30.553115,77.629641,Rock,Slide,NA
2234,HP/SIR/53F14/2017/3,Himachal Pradesh,Sirmur,,North of Kalawar,30.553222,77.806676,Rock,Slide,NA
2235,HP/SIR/53F10/2017/283,Himachal Pradesh,Sirmur,,Janjli R.F.,30.553296,77.64633,Rock cum debris,Slide,NA
2236,HP/SIR/53F10/2017/277,Himachal Pradesh,Sirmur,,Janjli R.F.,30.553432,77.653686,Rock cum debris,Slide,NA
2237,HP/SIR/53F10/2017/278,Himachal Pradesh,Sirmur,,Janjli R.F.,30.553608,77.654342,Rock cum debris,Slide,NA
2238,HP/SIR/53F10/2017/202,Himachal Pradesh,Sirmur,,West of Sataun,30.553796,77.619786,Rock,Slide,NA
2239,HP/SIR/53F10/2017/69,Himachal Pradesh,Sirmur,,Kandon,30.554175,77.607527,Rock,Slide,NA
2240,HP/SIR/53F10/2017/200,Himachal Pradesh,Sirmur,,West of Sataun,30.554238,77.623577,Rock,Slide,NA
2241,HP/SIR/53F10/2017/68,Himachal Pradesh,Sirmur,,Kandon,30.554495,77.609345,Rock,Slide,NA
2242,HP/SIR/53F10/2017/64,Himachal Pradesh,Sirmur,,West of Sataun,30.554573,77.629803,Rock,Slide,NA
2243,HP/SIR/53F10/2017/63,Himachal Pradesh,Sirmur,,West of Sataun,30.554764,77.630116,Rock,Slide,NA
2244,HP/SIR/53F10/2017/203,Himachal Pradesh,Sirmur,,West of Sataun,30.554769,77.619106,Rock,Slide,NA
2245,HP/SIR/53F10/2017/199,Himachal Pradesh,Sirmur,,West of Sataun,30.555079,77.622877,Rock,Slide,NA
2246,HP/SIR/53F10/2017/192,Himachal Pradesh,Sirmur,,West of Sataun,30.555373,77.625201,Rock,Slide,NA
2247,HP/SIR/53F10/2017/205,Himachal Pradesh,Sirmur,,West of Sataun,30.555467,77.618304,Rock,Slide,NA
2248,HP/SIR/53F14/2017/1,Himachal Pradesh,Sirmur,,North of Kalawar,30.555651,77.818269,Rock,Slide,NA
2249,HP/SIR/53F10/2017/198,Himachal Pradesh,Sirmur,,West of Sataun,30.556022,77.621881,Rock,Slide,NA
2250,HP/SIR/53F10/2017/194,Himachal Pradesh,Sirmur,,West of Sataun,30.556141,77.623083,Rock,Slide,NA
2251,HP/SIR/53F02/2017/60,Himachal Pradesh,Sirmur,,Left bank of Mazar ki Nadi,30.556198,77.181743,Rock,Slide,NA
2252,HP/SIR/53F10/2017/204,Himachal Pradesh,Sirmur,,West of Sataun,30.556238,77.619771,Rock,Slide,NA
2253,HP/SIR/53F10/2017/201,Himachal Pradesh,Sirmur,,West of Sataun,30.556383,77.619375,Rock,Slide,NA
2254,HP/SIR/53F10/2017/67,Himachal Pradesh,Sirmur,,Kandon,30.556407,77.614667,Rock,Slide,NA
2255,HP/SIR/53F10/2017/13,Himachal Pradesh,Sirmur,,Rajpur R.F.,30.556479,77.732282,Rock,Slide,NA
2256,HP/SIR/53F06/2017/288,Himachal Pradesh,Sirmur,,"Daghat, NahanRama Don road",30.556722,77.366481,Rock,Slide,NA
2257,HP/SIR/53F10/2017/197,Himachal Pradesh,Sirmur,,West of Sataun,30.556827,77.624558,Rock,Slide,NA
2258,HP/SIR/53F10/2017/193,Himachal Pradesh,Sirmur,,West of Sataun,30.556872,77.623139,Rock,Slide,NA
2259,HP/SIR/53F10/2017/66,Himachal Pradesh,Sirmur,,Kandon,30.556981,77.616055,Rock,Slide,NA
2260,HP/SIR/53F06/2017/289,Himachal Pradesh,Sirmur,,"Daghat, NahanRama Don road",30.557001,77.367543,Rock,Slide,NA
2261,HP/SIR/53F14/2017/2,Himachal Pradesh,Sirmur,,North of Kalawar,30.557038,77.817361,Rock,Slide,NA
2262,HP/SIR/53F10/2017/196,Himachal Pradesh,Sirmur,,West of Sataun,30.557048,77.62121,Rock,Slide,NA
2263,HP/SIR/53F06/2017/286,Himachal Pradesh,Sirmur,,"Daghat, NahanRama Don road",30.557387,77.362984,Rock,Slide,NA
2264,HP/SIR/53F14/2017/12,Himachal Pradesh,Sirmur,,Dharnogh,30.557436,77.779132,Rock,Slide,NA
2265,HP/SIR/53F10/2017/12,Himachal Pradesh,Sirmur,,Rajpur R.F.,30.557505,77.728204,Rock,Slide,NA
2266,HP/SIR/53F10/2017/195,Himachal Pradesh,Sirmur,,West of Sataun,30.557556,77.622111,Rock,Slide,NA
2267,HP/SIR/53F14/2017/13,Himachal Pradesh,Sirmur,,Dharnogh,30.557674,77.779581,Rock,Slide,NA
2268,HP/SIR/53F10/2017/65,Himachal Pradesh,Sirmur,,West of Sataun,30.557697,77.622709,Rock,Slide,NA
2269,HP/SIR/53F14/2017/11,Himachal Pradesh,Sirmur,,Dharnogh,30.557803,77.780068,Rock,Slide,NA
2270,HP/SIR/53F14/2017/10,Himachal Pradesh,Sirmur,,Dharnogh,30.558109,77.7811,Rock,Slide,NA
2271,HP/SIR/53F10/2017/186,Himachal Pradesh,Sirmur,,South of Detar,30.558135,77.551492,Rock cum debris,Slide,NA
2272,HP/SIR/53F06/2017/287,Himachal Pradesh,Sirmur,,"Daghat, NahanRama Don road",30.558245,77.364637,Rock,Slide,NA
2273,HP/SIR/53F02/2017/50,Himachal Pradesh,Sirmur,,BurmaParaliNahan road,30.558274,77.190015,Rock,Slide,NA
2274,HP/SIR/53F06/2017/301,Himachal Pradesh,Sirmur,,"Rama, NahanRama Don road",30.559264,77.372515,Rock,Slide,NA
